"@timestamp","host.name","process.name","process.parent.name","process.pid","process.command_line","user.name","user.id","user.domain"
"Jun 4, 2023 @ 14:13:40.335","DESKTOP-7UHDSLL","RuntimeBroker.exe","svchost.exe","25,384","C:\Windows\System32\RuntimeBroker.exe -Embedding","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:13:40.281","DESKTOP-7UHDSLL","backgroundTaskHost.exe","svchost.exe","31,836","""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:13:09.160","DESKTOP-7UHDSLL","SearchFilterHost.exe","SearchIndexer.exe","17,492","""C:\WINDOWS\system32\SearchFilterHost.exe"" 0 820 824 832 8192 828 804 ","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:13:09.140","DESKTOP-7UHDSLL","SearchProtocolHost.exe","SearchIndexer.exe","29,148","""C:\WINDOWS\system32\SearchProtocolHost.exe"" Global\UsGthrFltPipeMssGthrPipe_S-1-5-21-3923507516-3049664583-770718868-1002300_ Global\UsGthrCtrlFltPipeMssGthrPipe_S-1-5-21-3923507516-3049664583-770718868-1002300 1 -2147483646 ""Software\Microsoft\Windows Search"" ""Mozilla/4.0 (compatible; MSIE 6.0; Windows NT; MS Search 4.0 Robot)"" ""C:\ProgramData\Microsoft\Search\Data\Temp\usgthrsvc"" ""DownLevelDaemon""  ""1""","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:12:36.718","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","9,180","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-chrome-cart --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=129 --time-ticks-at-unix-epoch=-1684964791319443 --launch-time-ticks=937565396531 --mojo-platform-channel-handle=10804 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:11:56.244","DESKTOP-7UHDSLL","conhost.exe","schtasks.exe","6,644","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:11:56.239","DESKTOP-7UHDSLL","schtasks.exe","officesvcmgr.exe","21,560","schtasks.exe /change /tn ""Microsoft\Office\Office Serviceability Manager"" /enable","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:11:55.989","DESKTOP-7UHDSLL","RuntimeBroker.exe","svchost.exe","31,340","C:\Windows\System32\RuntimeBroker.exe -Embedding","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:11:55.974","DESKTOP-7UHDSLL","svchost.exe","services.exe","32,564","C:\WINDOWS\System32\svchost.exe -k wsappx -p -s ClipSVC","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:11:55.953","DESKTOP-7UHDSLL","backgroundTaskHost.exe","svchost.exe","10,580","""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:Microsoft.MicrosoftOfficeHub.AppX54h2e8jwdm50fj5ha8987vz1etpx7czd.mca","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:11:55.915","DESKTOP-7UHDSLL","conhost.exe","officesvcmgr.exe","20,076","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:11:55.910","DESKTOP-7UHDSLL","officesvcmgr.exe","svchost.exe","32,020","""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\officesvcmgr.exe"" /checkin","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:11:03.581","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","38,760","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-chrome-cart --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=128 --time-ticks-at-unix-epoch=-1684964791319443 --launch-time-ticks=937472260073 --mojo-platform-channel-handle=10252 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:09:43.208","DESKTOP-7UHDSLL","conhost.exe","schtasks.exe","21,156","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:09:43.201","DESKTOP-7UHDSLL","schtasks.exe","officesvcmgr.exe","31,548","schtasks.exe /change /tn ""Microsoft\Office\Office Serviceability Manager"" /enable","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:09:42.980","DESKTOP-7UHDSLL","conhost.exe","officesvcmgr.exe","12,412","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:09:42.947","DESKTOP-7UHDSLL","officesvcmgr.exe","svchost.exe","10,848","""C:\Program Files\Common Files\Microsoft Shared\ClickToRun\officesvcmgr.exe"" /checkin","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:08:12.554","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","12,272","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-chrome-cart --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=127 --time-ticks-at-unix-epoch=-1684964791319443 --launch-time-ticks=937301232405 --mojo-platform-channel-handle=10120 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:08:10.524","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","13,868","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-chrome-cart --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=126 --time-ticks-at-unix-epoch=-1684964791319443 --launch-time-ticks=937299202397 --mojo-platform-channel-handle=11524 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:08:03.246","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","3,316","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=en-US --service-sandbox-type=service --mojo-platform-channel-handle=12268 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:8",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:08:00.129","DESKTOP-7UHDSLL","svchost.exe","services.exe","11,388","C:\WINDOWS\system32\svchost.exe -k appmodel -p -s camsvc","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:08:00.011","DESKTOP-7UHDSLL","backgroundTaskHost.exe","svchost.exe","36,096","""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:ShellFeedsUI.AppXnj65k2d1a1rnztt2t2nng5ctmk3e76pn.mca","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:07:27.380","DESKTOP-7UHDSLL","RuntimeBroker.exe","svchost.exe","39,056","C:\Windows\System32\RuntimeBroker.exe -Embedding","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:07:27.315","DESKTOP-7UHDSLL","backgroundTaskHost.exe","svchost.exe","30,256","""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:07:11.536","DESKTOP-7UHDSLL","AsusUpdate.exe","services.exe","33,652","""C:\Program Files (x86)\ASUS\Update\AsusUpdate.exe"" /svc","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:07:11.318","DESKTOP-7UHDSLL","Get-AppxVersion.exe","Get-AppxVersion.exe","33,644","""C:\Program Files (x86)\ASUS\Update\1.3.107.93\Get-AppxVersion.exe"" ui","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:07:10.955","DESKTOP-7UHDSLL","Get-AppxVersion.exe","AsusUpdate.exe","23,928","""C:\Program Files (x86)\ASUS\Update\1.3.107.93\Get-AppxVersion.exe"" ALL","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:07:10.895","DESKTOP-7UHDSLL","AsusUpdate.exe","svchost.exe","14,176","""C:\Program Files (x86)\ASUS\Update\AsusUpdate.exe"" /ua /installsource scheduler","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:06:58.555","DESKTOP-7UHDSLL","FileCoAuth.exe","svchost.exe","38,864","""C:\Users\Harambe\AppData\Local\Microsoft\OneDrive\23.101.0514.0001\FileCoAuth.exe"" -Embedding","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:05:35.049","DESKTOP-7UHDSLL","MpSigStub.exe","AM_Delta_Patch_1.391.375.0.exe","18,808","C:\WINDOWS\system32\MpSigStub.exe /stub 1.1.18500.10 /payload 1.391.445.0 /MpWUStub /program C:\WINDOWS\SoftwareDistribution\Download\Install\AM_Delta_Patch_1.391.375.0.exe WD /q","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:05:35.007","DESKTOP-7UHDSLL","AM_Delta_Patch_1.391.375.0.exe","wuauclt.exe","1,036","""C:\WINDOWS\SoftwareDistribution\Download\Install\AM_Delta_Patch_1.391.375.0.exe"" WD /q","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:05:34.916","DESKTOP-7UHDSLL","wuauclt.exe","svchost.exe","23,808","""C:\WINDOWS\system32\wuauclt.exe"" /UpdateDeploymentProvider UpdateDeploymentProvider.dll /ClassId af3ef96a-ce56-449e-a8df-79288bbfa5bd /RunHandlerComServer","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:05:24.456","DESKTOP-7UHDSLL","smartscreen.exe","svchost.exe","35,032","C:\Windows\System32\smartscreen.exe -Embedding","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:05:24.413","DESKTOP-7UHDSLL","svchost.exe","services.exe","29,856","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s gpsvc","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:05:24.381","DESKTOP-7UHDSLL","svchost.exe","services.exe","6,076","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s NgcSvc","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:05:24.258","DESKTOP-7UHDSLL","taskhostw.exe","svchost.exe","27,988","taskhostw.exe -RegisterDevice -ProtectionStateChanged -FreeNetworkOnly","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:05:18.990","DESKTOP-7UHDSLL","sppsvc.exe","services.exe","7,204","C:\WINDOWS\system32\sppsvc.exe","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:05:18.881","DESKTOP-7UHDSLL","MpCmdRun.exe","MsMpEng.exe","22,652","""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.23050.3-0\MpCmdRun.exe"" GetDeviceTicket -AccessKey C760CC13-083E-F763-6212-7D9FF6A4807E ","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:05:18.779","DESKTOP-7UHDSLL","conhost.exe","MpCmdRun.exe","10,580","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:05:18.774","DESKTOP-7UHDSLL","MpCmdRun.exe","MsMpEng.exe","20,972","""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.23050.3-0\MpCmdRun.exe"" SignaturesUpdateService -ScheduleJob -UnmanagedUpdate","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:05:18.712","DESKTOP-7UHDSLL","conhost.exe","MpCmdRun.exe","1,308","\??\C:\WINDOWS\system32\conhost.exe 0xffffffff -ForceV1","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:05:18.707","DESKTOP-7UHDSLL","MpCmdRun.exe","MsMpEng.exe","21,644","""C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.23050.3-0\MpCmdRun.exe"" SignatureUpdate -ScheduleJob -RestrictPrivileges","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:05:05.987","DESKTOP-7UHDSLL","RuntimeBroker.exe","svchost.exe","28,176","C:\Windows\System32\RuntimeBroker.exe -Embedding","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:05:05.926","DESKTOP-7UHDSLL","backgroundTaskHost.exe","svchost.exe","7,476","""C:\WINDOWS\system32\BackgroundTaskHost.exe"" -ServerName:BackgroundTaskHost.WebAccountProvider","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:04:25.840","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","35,120","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --extension-process --enable-chrome-cart --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=124 --time-ticks-at-unix-epoch=-1684964791319443 --launch-time-ticks=937074518695 --mojo-platform-channel-handle=9924 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:04:23.220","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","17,100","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-chrome-cart --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=123 --time-ticks-at-unix-epoch=-1684964791319443 --launch-time-ticks=937071899089 --mojo-platform-channel-handle=11876 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:04:10.291","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","11,768","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-chrome-cart --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=122 --time-ticks-at-unix-epoch=-1684964791319443 --launch-time-ticks=937058969004 --mojo-platform-channel-handle=11404 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:04:07.394","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","19,576","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-chrome-cart --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=121 --time-ticks-at-unix-epoch=-1684964791319443 --launch-time-ticks=937056072789 --mojo-platform-channel-handle=9692 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:04:05.750","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","11,896","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=en-US --service-sandbox-type=service --mojo-platform-channel-handle=11196 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:8",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:04:05.685","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","35,980","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=en-US --service-sandbox-type=service --mojo-platform-channel-handle=9480 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:8",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:04:05.667","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","24,652","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=en-US --service-sandbox-type=service --mojo-platform-channel-handle=9896 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:8",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:04:05.585","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","31,364","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-chrome-cart --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=117 --time-ticks-at-unix-epoch=-1684964791319443 --launch-time-ticks=937054263737 --mojo-platform-channel-handle=11664 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:04:05.461","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","23,316","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-chrome-cart --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=116 --time-ticks-at-unix-epoch=-1684964791319443 --launch-time-ticks=937054140419 --mojo-platform-channel-handle=5240 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:03:46.410","DESKTOP-7UHDSLL","audiodg.exe","svchost.exe","7,080","C:\WINDOWS\system32\AUDIODG.EXE 0x7e4 0x708","LOCAL SERVICE","S-1-5-19","NT AUTHORITY"
"Jun 4, 2023 @ 14:02:47.207","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","17,840","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-chrome-cart --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=115 --time-ticks-at-unix-epoch=-1684964791319443 --launch-time-ticks=936975885796 --mojo-platform-channel-handle=11460 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:01:54.099","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","19,248","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-chrome-cart --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=114 --time-ticks-at-unix-epoch=-1684964791319443 --launch-time-ticks=936922778113 --mojo-platform-channel-handle=3548 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:01:35.509","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","33,548","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-chrome-cart --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=113 --time-ticks-at-unix-epoch=-1684964791319443 --launch-time-ticks=936904187487 --mojo-platform-channel-handle=9280 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:01:28.861","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","3,052","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-chrome-cart --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=112 --time-ticks-at-unix-epoch=-1684964791319443 --launch-time-ticks=936897539389 --mojo-platform-channel-handle=11516 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:01:28.701","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","14,064","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=en-US --service-sandbox-type=service --mojo-platform-channel-handle=11404 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:8",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:01:28.645","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","11,796","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=en-US --service-sandbox-type=service --mojo-platform-channel-handle=10244 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:8",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:01:28.604","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","17,068","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=data_decoder.mojom.DataDecoderService --lang=en-US --service-sandbox-type=service --mojo-platform-channel-handle=9564 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:8",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:01:28.534","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","37,772","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-chrome-cart --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=108 --time-ticks-at-unix-epoch=-1684964791319443 --launch-time-ticks=936897212062 --mojo-platform-channel-handle=10356 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:01:28.401","DESKTOP-7UHDSLL","chrome.exe","chrome.exe","18,188","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --enable-chrome-cart --lang=en-US --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=107 --time-ticks-at-unix-epoch=-1684964791319443 --launch-time-ticks=936897079444 --mojo-platform-channel-handle=9992 --field-trial-handle=2012,i,3650752292115128342,17870880369132276219,262144 /prefetch:1",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 14:00:44.243","DESKTOP-7UHDSLL","backgroundTaskHost.exe","svchost.exe","19,252","""C:\WINDOWS\system32\backgroundTaskHost.exe"" -ServerName:CortanaUI.AppX3bn25b6f886wmg6twh46972vprk9tnbf.mca","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 14:00:04.004","DESKTOP-7UHDSLL","LeagueClientUxRender.exe","LeagueClientUx.exe","23,180","""C:\Riot Games\League of Legends (PBE)\LeagueClientUxRender.exe"" --type=gpu-process --field-trial-handle=1604,17693895478729305753,624201804373460879,131072 --disable-features=CookiesWithoutSameSiteMustBeSecure,HardwareMediaKeyHandling,SameSiteByDefaultCookies --disable-gpu-sandbox --use-gl=disabled --gpu-vendor-id=4318 --gpu-device-id=8710 --gpu-sub-system-id=342298846 --gpu-revision=161 --gpu-driver-version=31.0.15.3179 --no-sandbox --log-file=""C:\Riot Games\League of Legends (PBE)\debug.log"" --user-agent-product=""LeagueOfLegendsClient/13.12.513.0805 (CEF 91)"" --lang=en-US --gpu-preferences=SAAAAAAAAADoACgwAAAAAAAAAAAAAAAAAABgAAAQAAAoAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAB4AAAAAAAAAHgAAAAAAAAAKAAAAAQAAAAgAAAAAAAAACgAAAAAAAAAMAAAAAAAAAA4AAAAAAAAABAAAAAAAAAAAAAAAAUAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAABAAAABQAAABAAAAAAAAAAAQAAAAYAAAAIAAAAAAAAAAgAAAAAAAAA --log-file=""C:\Riot Games\League of Legends (PBE)\debug.log"" --mojo-platform-channel-handle=3116 /prefetch:2 --app-name=LeagueClient --ux-name=LeagueClientUx --ux-helper-name=LeagueClientUxHelper --log-dir=""LeagueClient Logs"" --app-port=52986 --output-base-dir=""C:\Riot Games\League of Legends (PBE)"" --crash-reporting=crashpad --crash-environment=PBE1 --crash-pipe=""\\.\pipe\crashpad_34104_JIKNEVFKZXQOFPLU"" --app-log-file-path=""C:/Riot Games/League of Legends (PBE)/Logs/LeagueClient Logs/2023-06-04T13-58-02_34104_LeagueClient.log"" --primary-ux-log-file-path=""C:/Riot Games/League of Legends (PBE)/Logs/LeagueClient Logs/2023-06-04T13-58-03_26944_LeagueClientUx.log""",Harambe,"S-1-5-21-3923507516-3049664583-770718868-1002","DESKTOP-7UHDSLL"
"Jun 4, 2023 @ 13:58:13.353","DESKTOP-7UHDSLL","svchost.exe","services.exe","28,780","C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s XblAuthManager","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
"Jun 4, 2023 @ 13:58:13.330","DESKTOP-7UHDSLL","GameBarPresenceWriter.exe","svchost.exe","33,620","""C:\Windows\System32\GameBarPresenceWriter.exe"" -ServerName:Windows.Gaming.GameBar.Internal.PresenceWriterServer","DESKTOP-7UHDSLL$","S-1-5-18",WORKGROUP
